ClassicalNB,WeightedNB,NBL2,WeightedNBL2,dataset,train/test,simulation,vectorizer
0.6395506301828418,0.6395506301828418,0.33834098344026575,0.33834098344026575,NOS,train,4,count
0.6268765722632476,0.6268765722632476,0.33642376044794287,0.33642376044794287,NOS,test,4,count
0.7620419445641975,0.7620419445641975,0.33834098344026575,0.33834098344026575,NOS,train,4,tfidf
0.751886715897103,0.751886715897103,0.33642376044794287,0.33642376044794287,NOS,test,4,tfidf
0.6391043035021429,0.6391043035021429,0.3373925392437806,0.3373925392437806,NOS,train,5,count
0.6327598798993751,0.6327598798993751,0.3402174795098596,0.3402174795098596,NOS,test,5,count
0.7617782060710573,0.7617782060710573,0.3373925392437806,0.3373925392437806,NOS,train,5,tfidf
0.752921366550353,0.752921366550353,0.3402174795098596,0.3402174795098596,NOS,test,5,tfidf
0.6389267872086831,0.6389267872086831,0.33765627773692086,0.33765627773692086,NOS,train,6,count
0.6299805242229977,0.6299805242229977,0.3391625415888988,0.3391625415888988,NOS,test,6,count
0.7613673826490502,0.7613673826490502,0.33765627773692086,0.33765627773692086,NOS,train,6,tfidf
0.7543820498255295,0.7543820498255295,0.3391625415888988,0.3391625415888988,NOS,test,6,tfidf
0.6387086957624325,0.6387086957624325,0.33716937590343116,0.33716937590343116,NOS,train,7,count
0.6297370770104682,0.6297370770104682,0.34111011928913415,0.34111011928913415,NOS,test,7,count
0.7616564806126848,0.7616564806126848,0.33716937590343116,0.33716937590343116,NOS,train,7,tfidf
0.7576888744623874,0.7576888744623874,0.34111011928913415,0.34111011928913415,NOS,test,7,tfidf
0.6392057413841199,0.6392057413841199,0.33815332335860826,0.33815332335860826,NOS,train,8,count
0.6289661608374584,0.6289661608374584,0.3371743893532419,0.3371743893532419,NOS,test,8,count
0.7615347551543123,0.7615347551543123,0.33815332335860826,0.33815332335860826,NOS,train,8,tfidf
0.7544834861640835,0.7544834861640835,0.3371743893532419,0.3371743893532419,NOS,test,8,tfidf
0.6390485126670555,0.6390485126670555,0.33796566327695077,0.33796566327695077,NOS,train,9,count
0.6311571857502232,0.6311571857502232,0.33792501825854093,0.33792501825854093,NOS,test,9,count
0.7623716176806228,0.7623716176806228,0.33796566327695077,0.33796566327695077,NOS,train,9,tfidf
0.7522924612513187,0.7522924612513187,0.33792501825854093,0.33792501825854093,NOS,test,9,tfidf
0.6396216367002256,0.6396216367002256,0.33701214718636674,0.33701214718636674,NOS,train,10,count
0.6328004544347967,0.6328004544347967,0.34173902458816846,0.34173902458816846,NOS,test,10,count
0.7614941800015216,0.7614941800015216,0.33701214718636674,0.33701214718636674,NOS,train,10,tfidf
0.7549906678568531,0.7549906678568531,0.34173902458816846,0.34173902458816846,NOS,test,10,tfidf
0.42995658465991315,0.42995658465991315,0.4389290882778582,0.4389290882778582,Geeks4Geeks,train,1,count
0.3514686731297931,0.3514686731297931,0.3550860946317465,0.3550860946317465,Geeks4Geeks,test,1,count
0.4405933429811867,0.4405933429811867,0.4388205499276411,0.4388205499276411,Geeks4Geeks,train,1,tfidf
0.3691216900593257,0.3691216900593257,0.36724063087830994,0.36724063087830994,Geeks4Geeks,test,1,tfidf
0.4294862518089725,0.4294862518089725,0.4366859623733719,0.4366859623733719,Geeks4Geeks,train,2,count
0.35595427579221534,0.35595427579221534,0.36217624077557514,0.36217624077557514,Geeks4Geeks,test,2,count
0.43726483357452967,0.43726483357452967,0.4378437047756874,0.4378437047756874,Geeks4Geeks,train,2,tfidf
0.3670959340182318,0.3670959340182318,0.3657936622775286,0.3657936622775286,Geeks4Geeks,test,2,tfidf
0.4312590448625181,0.4312590448625181,0.43860347322720694,0.43860347322720694,Geeks4Geeks,train,3,count
0.3494429170886992,0.3494429170886992,0.3543626103313558,0.3543626103313558,Geeks4Geeks,test,3,count
0.437301013024602,0.437301013024602,0.4366136034732272,0.4366136034732272,Geeks4Geeks,train,3,tfidf
0.3640572999565909,0.3640572999565909,0.3647807842569816,0.3647807842569816,Geeks4Geeks,test,3,tfidf
0.42912445730824894,0.42912445730824894,0.43621562952243126,0.43621562952243126,Geeks4Geeks,train,4,count
0.35884821299377806,0.35884821299377806,0.36767472145854435,0.36767472145854435,Geeks4Geeks,test,4,count
0.43806078147612154,0.43806078147612154,0.43744573082489147,0.43744573082489147,Geeks4Geeks,train,4,tfidf
0.3775141079438576,0.3775141079438576,0.377948198524092,0.377948198524092,Geeks4Geeks,test,4,tfidf
0.4298480463096961,0.4298480463096961,0.4365050651230101,0.4365050651230101,Geeks4Geeks,train,5,count
0.35841412241354365,0.35841412241354365,0.3650701779771379,0.3650701779771379,Geeks4Geeks,test,5,count
0.4364688856729378,0.4364688856729378,0.4358176555716353,0.4358176555716353,Geeks4Geeks,train,5,tfidf
0.3782375922442483,0.3782375922442483,0.37462017074229487,0.37462017074229487,Geeks4Geeks,test,5,tfidf
0.4315123010130246,0.4315123010130246,0.43798842257597687,0.43798842257597687,Geeks4Geeks,train,6,count
0.35580957893213716,0.35580957893213716,0.3572565475329185,0.3572565475329185,Geeks4Geeks,test,6,count
0.44034008683068016,0.44034008683068016,0.4376628075253256,0.4376628075253256,Geeks4Geeks,train,6,tfidf
0.36738532773838806,0.36738532773838806,0.3655042685573723,0.3655042685573723,Geeks4Geeks,test,6,tfidf
0.4302098408104197,0.4302098408104197,0.4381331403762663,0.4381331403762663,Geeks4Geeks,train,7,count
0.3520474605701056,0.3520474605701056,0.3569671538127623,0.3569671538127623,Geeks4Geeks,test,7,count
0.43657742402315486,0.43657742402315486,0.4373371924746744,0.4373371924746744,Geeks4Geeks,train,7,tfidf
0.36781941831862247,0.36781941831862247,0.36970047749963825,0.36970047749963825,Geeks4Geeks,test,7,tfidf
0.43165701881331403,0.43165701881331403,0.43708393632416787,0.43708393632416787,Geeks4Geeks,train,8,count
0.3575459412530748,0.3575459412530748,0.3643466936767472,0.3643466936767472,Geeks4Geeks,test,8,count
0.43791606367583213,0.43791606367583213,0.4363603473227207,0.4363603473227207,Geeks4Geeks,train,8,tfidf
0.3731732021415135,0.3731732021415135,0.3702792649399508,0.3702792649399508,Geeks4Geeks,test,8,tfidf
0.42890738060781475,0.42890738060781475,0.43465991316931984,0.43465991316931984,Geeks4Geeks,train,9,count
0.3552307914918246,0.3552307914918246,0.3562436695123716,0.3562436695123716,Geeks4Geeks,test,9,count
0.4371562952243126,0.4371562952243126,0.4359623733719247,0.4359623733719247,Geeks4Geeks,train,9,tfidf
0.36564896541745046,0.36564896541745046,0.3666618434379974,0.3666618434379974,Geeks4Geeks,test,9,tfidf
0.42894356005788714,0.42894356005788714,0.43570911722141825,0.43570911722141825,Geeks4Geeks,train,10,count
0.3498770076689336,0.3498770076689336,0.35320503545073073,0.35320503545073073,Geeks4Geeks,test,10,count
0.4361794500723589,0.4361794500723589,0.436794500723589,0.436794500723589,Geeks4Geeks,train,10,tfidf
0.3600057878744031,0.3600057878744031,0.3569671538127623,0.3569671538127623,Geeks4Geeks,test,10,tfidf
