ClassicalNB,WeightedNB,NBL2,WeightedNBL2,dataset,train/test,simulation,vectorizer
0.5090949224739144,0.5090949224739144,0.16911365521026603,0.020182435375042506,Huffington Post,train,1,count
0.4208943826659667,0.4208943826659667,0.1731255667446189,0.019448289027824178,Huffington Post,test,1,count
0.4219459375615227,0.4219459375615227,0.4722737604476766,0.4722737604476766,Huffington Post,train,1,tfidf
0.3895623538395456,0.3895623538395456,0.36288359662100894,0.36288359662100894,Huffington Post,test,1,tfidf
0.5100076959330871,0.5100076959330871,0.17031278897035573,0.019919938432535304,Huffington Post,train,2,count
0.4193671550613277,0.4193671550613277,0.1683291175487997,0.02049825800601346,Huffington Post,test,2,count
0.4217192356566301,0.4217192356566301,0.4723274530040985,0.4723274530040985,Huffington Post,train,2,tfidf
0.38739082708919964,0.38739082708919964,0.3578485181119649,0.3578485181119649,Huffington Post,test,2,tfidf
0.509363385256024,0.509363385256024,0.1702233013763192,0.02012874281862058,Huffington Post,train,3,count
0.4220159404381234,0.4220159404381234,0.16868706151863694,0.01966305540972653,Huffington Post,test,3,count
0.42149849959134,0.42149849959134,0.47307914879400553,0.47307914879400553,Huffington Post,train,3,tfidf
0.3909702667875722,0.3909702667875722,0.36355175869803846,0.36355175869803846,Huffington Post,test,3,tfidf
0.5091366833511314,0.5091366833511314,0.1703724473663801,0.020230162091861997,Huffington Post,train,4,count
0.4204887128334845,0.4204887128334845,0.16809048823557485,0.01925738557724431,Huffington Post,test,4,count
0.4213374219220742,0.4213374219220742,0.47276892513467883,0.47276892513467883,Huffington Post,train,4,tfidf
0.3895623538395456,0.3895623538395456,0.36064048107669544,0.36064048107669544,Huffington Post,test,4,tfidf
0.5084028850800317,0.5084028850800317,0.1700144969902339,0.020140674497825452,Huffington Post,train,5,count
0.42330453872953755,0.42330453872953755,0.16952226411492388,0.019615329547081565,Huffington Post,test,5,count
0.4215999188645814,0.4215999188645814,0.4722081362120498,0.4722081362120498,Huffington Post,train,5,tfidf
0.38848852193003386,0.38848852193003386,0.3614040948790149,0.3614040948790149,Huffington Post,test,5,tfidf
0.5096020188401215,0.5096020188401215,0.16941791302999026,0.01980658748008901,Huffington Post,train,6,count
0.4256908318617859,0.4256908318617859,0.17190855724717224,0.02095165370114065,Huffington Post,test,6,count
0.42093771066871094,0.42093771066871094,0.47171893736465004,0.47171893736465004,Huffington Post,train,6,tfidf
0.3955042237388441,0.3955042237388441,0.3662482699374791,0.3662482699374791,Huffington Post,test,6,tfidf
0.5089159472858412,0.5089159472858412,0.17015767714069238,0.02008101610180109,Huffington Post,train,7,count
0.4238056602873097,0.4238056602873097,0.16894955376318427,0.0198539588603064,Huffington Post,test,7,count
0.42147463623293024,0.42147463623293024,0.4728285835307032,0.4728285835307032,Huffington Post,train,7,tfidf
0.3892282728010309,0.3892282728010309,0.3603064000381807,0.3603064000381807,Huffington Post,test,7,tfidf
0.5079315837514392,0.5079315837514392,0.16974603420812429,0.019896075074125556,Huffington Post,train,8,count
0.42473631460888656,0.42473631460888656,0.17059609602443565,0.020593709731303395,Huffington Post,test,8,count
0.4210212324231451,0.4210212324231451,0.4720768877407962,0.4720768877407962,Huffington Post,train,8,tfidf
0.3926645349114685,0.3926645349114685,0.3638142509425858,0.3638142509425858,Huffington Post,test,8,tfidf
0.5076511892901248,0.5076511892901248,0.16974006836852185,0.020170503695837633,Huffington Post,train,9,count
0.42473631460888656,0.42473631460888656,0.17061995895575813,0.019496014890469145,Huffington Post,test,9,count
0.42053203357574526,0.42053203357574526,0.47126553355486483,0.47126553355486483,Huffington Post,train,9,tfidf
0.3908032262683148,0.3908032262683148,0.36429150956903544,0.36429150956903544,Huffington Post,test,9,tfidf
0.5091008883135169,0.5091008883135169,0.17072443190292386,0.020385273921525345,Huffington Post,train,10,count
0.42063189042141935,0.42063189042141935,0.16668257528754832,0.018636949362859735,Huffington Post,test,10,count
0.42244110224852494,0.42244110224852494,0.4721484778160254,0.4721484778160254,Huffington Post,train,10,tfidf
0.38772490812771443,0.38772490812771443,0.3604734405574381,0.3604734405574381,Huffington Post,test,10,tfidf
0.9393627954779034,0.9393627954779034,0.9917780061664954,0.9917780061664954,Bancolombia,train,1,count
0.8278688524590164,0.8278688524590164,0.7377049180327869,0.7377049180327869,Bancolombia,test,1,count
0.8602261048304214,0.8602261048304214,0.9928057553956835,0.9928057553956835,Bancolombia,train,1,tfidf
0.7827868852459017,0.7827868852459017,0.75,0.75,Bancolombia,test,1,tfidf
0.9383350462487153,0.9383350462487153,0.9907502569373073,0.9907502569373073,Bancolombia,train,2,count
0.8565573770491803,0.8565573770491803,0.7868852459016393,0.7868852459016393,Bancolombia,test,2,count
0.8406988694758479,0.8406988694758479,0.9907502569373073,0.9907502569373073,Bancolombia,train,2,tfidf
0.7704918032786885,0.7704918032786885,0.8032786885245902,0.8032786885245902,Bancolombia,test,2,tfidf
0.9383350462487153,0.9383350462487153,0.9938335046248715,0.9938335046248715,Bancolombia,train,3,count
0.8647540983606558,0.8647540983606558,0.7663934426229508,0.7663934426229508,Bancolombia,test,3,count
0.8365878725590956,0.8365878725590956,0.9938335046248715,0.9938335046248715,Bancolombia,train,3,tfidf
0.7950819672131147,0.7950819672131147,0.7827868852459017,0.7827868852459017,Bancolombia,test,3,tfidf
0.9362795477903392,0.9362795477903392,0.9907502569373073,0.9907502569373073,Bancolombia,train,4,count
0.7950819672131147,0.7950819672131147,0.6680327868852459,0.6680327868852459,Bancolombia,test,4,count
0.8406988694758479,0.8406988694758479,0.9907502569373073,0.9907502569373073,Bancolombia,train,4,tfidf
0.7131147540983607,0.7131147540983607,0.680327868852459,0.680327868852459,Bancolombia,test,4,tfidf
0.935251798561151,0.935251798561151,0.9938335046248715,0.9938335046248715,Bancolombia,train,5,count
0.8442622950819673,0.8442622950819673,0.6967213114754098,0.6967213114754098,Bancolombia,test,5,count
0.8335046248715313,0.8335046248715313,0.9928057553956835,0.9928057553956835,Bancolombia,train,5,tfidf
0.7090163934426229,0.7090163934426229,0.7008196721311475,0.7008196721311475,Bancolombia,test,5,tfidf
0.9280575539568345,0.9280575539568345,0.9917780061664954,0.9917780061664954,Bancolombia,train,6,count
0.8647540983606558,0.8647540983606558,0.7909836065573771,0.7909836065573771,Bancolombia,test,6,count
0.8376156217882836,0.8376156217882836,0.9917780061664954,0.9917780061664954,Bancolombia,train,6,tfidf
0.7581967213114754,0.7581967213114754,0.8073770491803278,0.8073770491803278,Bancolombia,test,6,tfidf
0.9362795477903392,0.9362795477903392,0.9907502569373073,0.9907502569373073,Bancolombia,train,7,count
0.819672131147541,0.819672131147541,0.6885245901639344,0.6885245901639344,Bancolombia,test,7,count
0.8406988694758479,0.8406988694758479,0.9928057553956835,0.9928057553956835,Bancolombia,train,7,tfidf
0.7377049180327869,0.7377049180327869,0.7254098360655737,0.7254098360655737,Bancolombia,test,7,tfidf
0.9362795477903392,0.9362795477903392,0.9907502569373073,0.9907502569373073,Bancolombia,train,8,count
0.8729508196721312,0.8729508196721312,0.7704918032786885,0.7704918032786885,Bancolombia,test,8,count
0.8478931140801644,0.8478931140801644,0.9907502569373073,0.9907502569373073,Bancolombia,train,8,tfidf
0.8032786885245902,0.8032786885245902,0.7827868852459017,0.7827868852459017,Bancolombia,test,8,tfidf
0.9424460431654677,0.9424460431654677,0.9948612538540597,0.9948612538540597,Bancolombia,train,9,count
0.8442622950819673,0.8442622950819673,0.7377049180327869,0.7377049180327869,Bancolombia,test,9,count
0.8437821171634121,0.8437821171634121,0.9938335046248715,0.9938335046248715,Bancolombia,train,9,tfidf
0.7254098360655737,0.7254098360655737,0.7540983606557377,0.7540983606557377,Bancolombia,test,9,tfidf
0.9414182939362795,0.9414182939362795,0.9948612538540597,0.9948612538540597,Bancolombia,train,10,count
0.8524590163934426,0.8524590163934426,0.7377049180327869,0.7377049180327869,Bancolombia,test,10,count
0.8520041109969168,0.8520041109969168,0.9948612538540597,0.9948612538540597,Bancolombia,train,10,tfidf
0.7540983606557377,0.7540983606557377,0.7213114754098361,0.7213114754098361,Bancolombia,test,10,tfidf
0.9694555112881806,0.9694555112881806,0.99867197875166,0.99867197875166,Folha de Sao Paolo,train,1,count
0.7883597883597884,0.7883597883597884,0.8465608465608465,0.8465608465608465,Folha de Sao Paolo,test,1,count
0.899070385126162,0.899070385126162,1.0,1.0,Folha de Sao Paolo,train,1,tfidf
0.8465608465608465,0.8465608465608465,0.8465608465608465,0.8465608465608465,Folha de Sao Paolo,test,1,tfidf
0.9760956175298805,0.9760956175298805,1.0,1.0,Folha de Sao Paolo,train,2,count
0.9523809523809523,0.9523809523809523,0.8518518518518519,0.8518518518518519,Folha de Sao Paolo,test,2,count
0.9043824701195219,0.9043824701195219,1.0,1.0,Folha de Sao Paolo,train,2,tfidf
0.8677248677248677,0.8677248677248677,0.8677248677248677,0.8677248677248677,Folha de Sao Paolo,test,2,tfidf
0.9760956175298805,0.9760956175298805,1.0,1.0,Folha de Sao Paolo,train,3,count
0.9259259259259259,0.9259259259259259,0.8571428571428571,0.8571428571428571,Folha de Sao Paolo,test,3,count
0.9043824701195219,0.9043824701195219,1.0,1.0,Folha de Sao Paolo,train,3,tfidf
0.8888888888888888,0.8888888888888888,0.8941798941798942,0.8941798941798942,Folha de Sao Paolo,test,3,tfidf
0.9707835325365206,0.9707835325365206,0.99867197875166,0.99867197875166,Folha de Sao Paolo,train,4,count
0.9629629629629629,0.9629629629629629,0.8783068783068783,0.8783068783068783,Folha de Sao Paolo,test,4,count
0.900398406374502,0.900398406374502,1.0,1.0,Folha de Sao Paolo,train,4,tfidf
0.9047619047619048,0.9047619047619048,0.8941798941798942,0.8941798941798942,Folha de Sao Paolo,test,4,tfidf
0.9681274900398407,0.9681274900398407,1.0,1.0,Folha de Sao Paolo,train,5,count
0.8306878306878307,0.8306878306878307,0.8624338624338624,0.8624338624338624,Folha de Sao Paolo,test,5,count
0.9030544488711819,0.9030544488711819,1.0,1.0,Folha de Sao Paolo,train,5,tfidf
0.8677248677248677,0.8677248677248677,0.8835978835978836,0.8835978835978836,Folha de Sao Paolo,test,5,tfidf
0.9707835325365206,0.9707835325365206,0.99867197875166,0.99867197875166,Folha de Sao Paolo,train,6,count
0.8095238095238095,0.8095238095238095,0.8465608465608465,0.8465608465608465,Folha de Sao Paolo,test,6,count
0.900398406374502,0.900398406374502,1.0,1.0,Folha de Sao Paolo,train,6,tfidf
0.8412698412698413,0.8412698412698413,0.8624338624338624,0.8624338624338624,Folha de Sao Paolo,test,6,tfidf
0.9667994687915007,0.9667994687915007,0.99867197875166,0.99867197875166,Folha de Sao Paolo,train,7,count
0.8465608465608465,0.8465608465608465,0.8677248677248677,0.8677248677248677,Folha de Sao Paolo,test,7,count
0.9043824701195219,0.9043824701195219,1.0,1.0,Folha de Sao Paolo,train,7,tfidf
0.8677248677248677,0.8677248677248677,0.873015873015873,0.873015873015873,Folha de Sao Paolo,test,7,tfidf
0.9694555112881806,0.9694555112881806,0.99867197875166,0.99867197875166,Folha de Sao Paolo,train,8,count
0.798941798941799,0.798941798941799,0.8201058201058201,0.8201058201058201,Folha de Sao Paolo,test,8,count
0.9057104913678619,0.9057104913678619,1.0,1.0,Folha de Sao Paolo,train,8,tfidf
0.8201058201058201,0.8201058201058201,0.8148148148148148,0.8148148148148148,Folha de Sao Paolo,test,8,tfidf
0.9734395750332006,0.9734395750332006,0.99867197875166,0.99867197875166,Folha de Sao Paolo,train,9,count
0.9523809523809523,0.9523809523809523,0.8465608465608465,0.8465608465608465,Folha de Sao Paolo,test,9,count
0.899070385126162,0.899070385126162,1.0,1.0,Folha de Sao Paolo,train,9,tfidf
0.8783068783068783,0.8783068783068783,0.873015873015873,0.873015873015873,Folha de Sao Paolo,test,9,tfidf
0.9760956175298805,0.9760956175298805,0.99867197875166,0.99867197875166,Folha de Sao Paolo,train,10,count
0.7671957671957672,0.7671957671957672,0.8095238095238095,0.8095238095238095,Folha de Sao Paolo,test,10,count
0.900398406374502,0.900398406374502,1.0,1.0,Folha de Sao Paolo,train,10,tfidf
0.8095238095238095,0.8095238095238095,0.783068783068783,0.783068783068783,Folha de Sao Paolo,test,10,tfidf
0.9904494382022472,0.9904494382022472,0.998314606741573,0.998314606741573,BBC,train,1,count
0.9730337078651685,0.9730337078651685,0.946067415730337,0.946067415730337,BBC,test,1,count
0.9865168539325843,0.9865168539325843,0.999438202247191,0.999438202247191,BBC,train,1,tfidf
0.9662921348314607,0.9662921348314607,0.9483146067415731,0.9483146067415731,BBC,test,1,tfidf
0.9893258426966293,0.9893258426966293,0.999438202247191,0.999438202247191,BBC,train,2,count
0.9775280898876404,0.9775280898876404,0.946067415730337,0.946067415730337,BBC,test,2,count
0.9820224719101124,0.9820224719101124,1.0,1.0,BBC,train,2,tfidf
0.9752808988764045,0.9752808988764045,0.946067415730337,0.946067415730337,BBC,test,2,tfidf
0.9904494382022472,0.9904494382022472,0.998876404494382,0.998876404494382,BBC,train,3,count
0.9730337078651685,0.9730337078651685,0.946067415730337,0.946067415730337,BBC,test,3,count
0.9848314606741573,0.9848314606741573,0.999438202247191,0.999438202247191,BBC,train,3,tfidf
0.9730337078651685,0.9730337078651685,0.9393258426966292,0.9393258426966292,BBC,test,3,tfidf
0.9893258426966293,0.9893258426966293,0.999438202247191,0.999438202247191,BBC,train,4,count
0.9752808988764045,0.9752808988764045,0.9348314606741573,0.9348314606741573,BBC,test,4,count
0.9853932584269663,0.9853932584269663,0.999438202247191,0.999438202247191,BBC,train,4,tfidf
0.9775280898876404,0.9775280898876404,0.9393258426966292,0.9393258426966292,BBC,test,4,tfidf
0.9910112359550561,0.9910112359550561,0.999438202247191,0.999438202247191,BBC,train,5,count
0.9820224719101124,0.9820224719101124,0.9370786516853933,0.9370786516853933,BBC,test,5,count
0.9837078651685394,0.9837078651685394,0.999438202247191,0.999438202247191,BBC,train,5,tfidf
0.9797752808988764,0.9797752808988764,0.9393258426966292,0.9393258426966292,BBC,test,5,tfidf
0.9882022471910112,0.9882022471910112,0.999438202247191,0.999438202247191,BBC,train,6,count
0.9775280898876404,0.9775280898876404,0.9550561797752809,0.9550561797752809,BBC,test,6,count
0.9865168539325843,0.9865168539325843,0.999438202247191,0.999438202247191,BBC,train,6,tfidf
0.9797752808988764,0.9797752808988764,0.952808988764045,0.952808988764045,BBC,test,6,tfidf
0.9915730337078652,0.9915730337078652,0.999438202247191,0.999438202247191,BBC,train,7,count
0.9775280898876404,0.9775280898876404,0.9325842696629213,0.9325842696629213,BBC,test,7,count
0.9859550561797753,0.9859550561797753,0.999438202247191,0.999438202247191,BBC,train,7,tfidf
0.9730337078651685,0.9730337078651685,0.9370786516853933,0.9370786516853933,BBC,test,7,tfidf
0.9898876404494382,0.9898876404494382,0.998314606741573,0.998314606741573,BBC,train,8,count
0.9617977528089887,0.9617977528089887,0.9146067415730337,0.9146067415730337,BBC,test,8,count
0.9865168539325843,0.9865168539325843,0.999438202247191,0.999438202247191,BBC,train,8,tfidf
0.9595505617977528,0.9595505617977528,0.9123595505617977,0.9123595505617977,BBC,test,8,tfidf
0.9910112359550561,0.9910112359550561,0.999438202247191,0.999438202247191,BBC,train,9,count
0.9752808988764045,0.9752808988764045,0.946067415730337,0.946067415730337,BBC,test,9,count
0.9842696629213483,0.9842696629213483,0.999438202247191,0.999438202247191,BBC,train,9,tfidf
0.9775280898876404,0.9775280898876404,0.946067415730337,0.946067415730337,BBC,test,9,tfidf
0.9904494382022472,0.9904494382022472,0.999438202247191,0.999438202247191,BBC,train,10,count
0.9820224719101124,0.9820224719101124,0.9483146067415731,0.9483146067415731,BBC,test,10,count
0.9842696629213483,0.9842696629213483,1.0,1.0,BBC,train,10,tfidf
0.9775280898876404,0.9775280898876404,0.9483146067415731,0.9483146067415731,BBC,test,10,tfidf
0.6388304212208049,0.6388304212208049,0.3376207744782289,0.3376207744782289,NOS,train,1,count
0.6320092509940761,0.6320092509940761,0.3393045524628743,0.3393045524628743,NOS,test,1,count
0.7609159840742525,0.7609159840742525,0.3376207744782289,0.3376207744782289,NOS,train,1,tfidf
0.7596567394303335,0.7596567394303335,0.3393045524628743,0.3393045524628743,NOS,test,1,tfidf
0.639236172748713,0.639236172748713,0.3386808003448888,0.3386808003448888,NOS,train,2,count
0.6325772944899781,0.6325772944899781,0.33506451351132027,0.33506451351132027,NOS,test,2,count
0.7614688205310273,0.7614688205310273,0.3386808003448888,0.3386808003448888,NOS,train,2,tfidf
0.7554978495496226,0.7554978495496226,0.33506451351132027,0.33506451351132027,NOS,test,2,tfidf
0.6390535845611544,0.6390535845611544,0.33759541500773466,0.33759541500773466,NOS,train,3,count
0.6305688549866104,0.6305688549866104,0.33940598880142825,0.33940598880142825,NOS,test,3,count
0.7618999315294297,0.7618999315294297,0.33759541500773466,0.33759541500773466,NOS,train,3,tfidf
0.7532459628337256,0.7532459628337256,0.33940598880142825,0.33940598880142825,NOS,test,3,tfidf
